,open_sample_0,high_sample_0,low_sample_0,close_sample_0,volume_sample_0,amount_sample_0,open_sample_1,high_sample_1,low_sample_1,close_sample_1,volume_sample_1,amount_sample_1,open_sample_2,high_sample_2,low_sample_2,close_sample_2,volume_sample_2,amount_sample_2,open_sample_3,high_sample_3,low_sample_3,close_sample_3,volume_sample_3,amount_sample_3,open_sample_4,high_sample_4,low_sample_4,close_sample_4,volume_sample_4,amount_sample_4,open_sample_5,high_sample_5,low_sample_5,close_sample_5,volume_sample_5,amount_sample_5,open_sample_6,high_sample_6,low_sample_6,close_sample_6,volume_sample_6,amount_sample_6,open_sample_7,high_sample_7,low_sample_7,close_sample_7,volume_sample_7,amount_sample_7,open_sample_8,high_sample_8,low_sample_8,close_sample_8,volume_sample_8,amount_sample_8,open_sample_9,high_sample_9,low_sample_9,close_sample_9,volume_sample_9,amount_sample_9,open_sample_10,high_sample_10,low_sample_10,close_sample_10,volume_sample_10,amount_sample_10,open_sample_11,high_sample_11,low_sample_11,close_sample_11,volume_sample_11,amount_sample_11,open_sample_12,high_sample_12,low_sample_12,close_sample_12,volume_sample_12,amount_sample_12,open_sample_13,high_sample_13,low_sample_13,close_sample_13,volume_sample_13,amount_sample_13,open_sample_14,high_sample_14,low_sample_14,close_sample_14,volume_sample_14,amount_sample_14,open_sample_15,high_sample_15,low_sample_15,close_sample_15,volume_sample_15,amount_sample_15,open_sample_16,high_sample_16,low_sample_16,close_sample_16,volume_sample_16,amount_sample_16,open_sample_17,high_sample_17,low_sample_17,close_sample_17,volume_sample_17,amount_sample_17,open_sample_18,high_sample_18,low_sample_18,close_sample_18,volume_sample_18,amount_sample_18,open_sample_19,high_sample_19,low_sample_19,close_sample_19,volume_sample_19,amount_sample_19
2025-10-20 03:00:00,108088.21,108196.74,107955.85,108106.84,244.64734,25451064.0,107937.46,108075.34,107910.195,108073.85,23.95227,3378248.0,108392.43,108594.33,108430.23,108588.19,49.255676,5314104.0,108383.07,108480.89,108190.375,108354.49,251.61237,26148408.0,108042.13,108173.516,107850.164,108076.945,279.6419,28778808.0,107140.11,107248.39,106547.3,106815.516,1058.1825,112303450.0,108822.62,108919.54,108629.51,108782.33,226.62988,23837552.0,108444.83,108729.37,108274.63,108561.18,505.8109,53608156.0,108170.33,108287.54,107975.914,108164.61,298.60217,30953736.0,107150.39,107298.28,107095.234,107226.734,147.91357,15206864.0,108287.98,108283.4,108238.64,108296.81,-4.767029,301040.0,108117.9,108172.805,107817.35,107988.02,370.9751,38647016.0,107594.086,107640.414,107508.516,107606.266,-15.4748535,-1813160.0,107794.11,107970.12,107665.695,107925.03,255.90253,26115528.0,108154.586,108245.32,108078.19,108211.74,82.11151,9378776.0,108231.47,108353.85,108128.96,108281.164,132.89929,14600312.0,107484.32,107963.48,107474.96,107838.57,503.01633,52861550.0,108023.625,108126.164,107966.3,108088.35,55.01367,6475648.0,108042.516,108081.805,107935.67,108032.086,16.996216,2323864.0,108617.48,108703.16,108505.18,108628.95,110.450195,12031832.0
2025-10-20 04:00:00,108078.83,108090.24,107955.266,108038.37,38.58313,4664032.0,107995.555,108155.73,107931.19,108115.53,158.58374,16197096.0,108605.25,108624.56,108455.125,108494.695,75.44049,8652024.0,108354.945,108476.08,108180.375,108361.93,249.36877,25956680.0,108024.375,108180.82,107857.1,108097.64,272.977,28204776.0,106804.305,107366.664,106707.78,107259.164,572.7132,59166016.0,108780.95,108888.21,108585.07,108752.92,231.05133,24293936.0,108548.445,108632.33,108379.84,108510.85,145.6463,16043512.0,108140.19,108295.484,107981.6,108194.66,280.53534,29114496.0,107261.28,107479.51,107189.625,107436.484,175.36975,18426128.0,108225.39,108392.3,108155.65,108327.336,153.94946,16014760.0,108030.305,108480.53,107992.53,108431.484,615.5835,64607020.0,107491.5,107475.086,107144.664,107233.26,93.91919,10279200.0,107909.32,108061.93,107752.06,107997.97,254.70288,26070984.0,108190.664,108272.6,108119.086,108237.484,68.505615,8142312.0,108248.75,108348.38,108145.914,108285.266,110.26288,12315704.0,107875.3,108104.63,107904.88,108098.2,286.1897,29711816.0,108056.79,108151.48,108005.63,108117.08,50.90338,6168152.0,108031.42,108150.51,107963.75,108124.26,43.41101,5512056.0,108580.96,108591.73,108448.18,108513.875,51.817932,5405784.0
2025-10-20 05:00:00,108019.11,108206.625,107905.41,108135.18,201.37775,20885896.0,108143.15,108251.87,108046.84,108197.445,181.92188,18888888.0,108444.4,108380.07,107922.23,107928.96,277.6928,29576176.0,108439.9,108711.875,108430.76,108690.88,240.1596,24946912.0,108074.53,108231.58,107903.83,108138.74,266.03558,27581080.0,107252.88,107502.94,106925.84,107237.82,819.4558,85551400.0,108787.664,108888.82,108572.27,108740.84,232.86438,24521920.0,108521.25,108598.805,108392.7,108521.016,109.709595,12269568.0,108212.18,108324.69,108094.93,108256.836,133.73932,14899424.0,107462.27,107606.414,107376.19,107550.42,148.7091,15943248.0,108410.28,109121.15,108503.47,108985.836,806.6202,86720536.0,108389.2,108462.164,108031.266,108159.19,518.02496,55515812.0,107214.94,107292.14,106959.86,107118.664,244.09247,25270176.0,108014.72,108157.945,107842.73,108073.336,249.57709,25698072.0,108209.57,108217.36,108103.7,108167.58,10.066772,1759976.0,108259.01,108406.73,108104.83,108281.36,221.63171,23126248.0,108154.51,108171.15,107951.39,108022.57,273.89685,28655144.0,108083.125,108211.03,107996.414,108139.695,177.07489,18324816.0,108091.766,108228.79,107987.5,108160.09,170.05914,17506088.0,108548.89,108626.586,108445.125,108564.47,72.33301,8301288.0
2025-10-20 06:00:00,108132.31,108275.125,108016.2,108201.64,205.43024,21375600.0,108165.61,108718.195,108139.62,108590.61,759.4373,80967280.0,107996.9,108362.28,107912.83,108282.484,341.06305,36089110.0,108660.96,109057.4,108489.19,108794.6,807.02386,86853780.0,108132.35,108289.5,107958.85,108187.38,252.49615,26208232.0,107196.44,107445.94,107017.234,107309.21,437.73712,45255470.0,108768.54,109360.68,108827.54,109374.15,463.0816,49884704.0,108502.93,108580.984,108414.86,108536.65,72.273926,8425416.0,108316.66,108540.35,108300.016,108526.83,129.0755,12765024.0,107571.15,107700.414,107504.93,107650.914,119.438416,13147656.0,108960.69,108872.83,108532.625,108555.32,305.61768,32613368.0,108268.836,108364.734,108055.375,108220.19,217.59894,23423656.0,107238.1,107684.72,107196.47,107619.516,341.27527,35428670.0,108088.22,108237.055,107916.32,108141.48,238.75616,24648816.0,108140.61,108250.125,108088.016,108227.64,25.953796,3924616.0,108259.08,108216.016,107803.01,107856.94,290.05646,30827824.0,108073.734,108169.22,107961.42,108097.414,109.94641,12401816.0,108173.91,108292.33,108071.91,108221.92,187.94409,19592768.0,108187.45,108280.45,108105.62,108231.96,51.077637,6546464.0,108531.516,108637.02,108375.86,108502.8,190.61853,20034160.0
2025-10-20 07:00:00,108174.46,108308.77,108046.42,108232.91,208.36005,21659064.0,108514.55,108600.96,108185.47,108376.35,442.78156,47506744.0,108222.99,108540.75,108088.016,108417.75,584.18054,62694364.0,108722.34,108880.84,108308.66,108720.64,376.91132,38919450.0,108184.75,108338.54,108003.29,108228.75,245.38452,25481872.0,107332.84,107576.17,107161.46,107482.8,367.10406,37817944.0,109412.89,109437.26,109101.64,109240.086,368.22205,39522570.0,108463.67,108760.09,108305.51,108579.836,495.98337,52600780.0,108585.42,108624.38,108424.86,108508.625,83.749084,10037528.0,107665.67,107995.64,107564.24,107855.516,344.84137,36383130.0,108514.766,108502.695,107628.95,107865.305,752.48553,79659240.0,108191.68,108497.05,107963.516,108325.16,590.1489,62717576.0,107644.73,107922.61,107488.78,107756.6,383.74237,40364736.0,108148.414,108363.92,107960.53,108220.01,375.45392,39871656.0,108171.164,108275.42,108122.836,108241.01,30.901733,4413232.0,107829.97,108190.2,107542.74,108023.27,924.6084,98329250.0,108079.56,108184.18,108004.72,108139.95,73.23999,8594920.0,108169.45,108719.805,108138.055,108592.28,764.26056,81451930.0,108172.25,108273.99,108106.01,108237.34,38.36255,5127152.0,108533.25,108634.96,108376.36,108509.766,210.07373,22200440.0
2025-10-20 08:00:00,108212.336,108346.22,108065.61,108261.74,214.75739,22259768.0,108249.7,108648.43,108158.39,108373.47,772.3501,83869270.0,108430.5,108902.78,108253.53,108687.71,646.9912,67709380.0,108824.57,109097.2,108520.29,108876.49,172.51593,14651528.0,108218.58,108371.48,108029.78,108258.875,245.22412,25425944.0,107486.62,107712.85,107310.305,107626.58,328.45197,33768080.0,109117.27,109381.1,108876.195,109016.695,771.9843,85353020.0,108547.71,108637.16,108393.47,108523.49,125.48035,14006216.0,108411.9,108500.086,108322.91,108445.086,70.958984,8567016.0,107879.766,108140.46,107713.62,107958.53,399.2727,42296290.0,107768.4,108027.74,107747.09,107984.92,181.73083,19260712.0,108271.29,108403.13,108017.83,108206.4,343.5376,35763576.0,107801.25,108040.22,107614.29,107854.19,405.4275,42970424.0,108210.664,108411.234,107983.53,108230.31,410.67224,43726520.0,108147.766,108298.5,108064.79,108229.67,163.46527,16903504.0,107958.625,108127.086,107726.14,107959.69,384.48303,40528710.0,108044.65,108063.41,107640.17,107763.914,369.8235,38829824.0,108459.94,108819.04,108250.54,108578.625,900.072,96181200.0,108155.305,108308.39,108060.85,108239.35,159.4372,16401664.0,108520.79,108634.01,108405.55,108545.69,94.95856,10835584.0
2025-10-20 09:00:00,108302.27,108532.19,108262.19,108528.73,124.79187,12384896.0,108432.805,108711.45,108408.5,108735.664,214.95966,22878368.0,108702.555,109094.164,108651.75,109045.195,442.84003,47628580.0,108991.5,109077.23,108752.62,108904.49,239.24945,25359168.0,107919.914,108638.6,107488.65,108455.37,783.9946,80517070.0,107548.91,107580.34,106887.04,107168.664,747.73285,78466110.0,108975.266,109127.72,108796.28,109101.25,423.4093,45367104.0,108499.35,108586.35,108383.65,108518.01,98.6355,11042944.0,108328.26,108439.68,108264.46,108407.56,65.17688,7922552.0,108012.48,108249.52,107974.17,108203.79,192.6817,19279640.0,107967.57,108362.33,107831.766,108232.41,581.6836,61298468.0,108186.28,108320.266,107743.36,108025.36,711.3605,74710100.0,107845.5,108394.54,107774.11,108205.445,862.19934,92161070.0,108228.586,108351.97,108062.68,108250.44,154.22125,17002000.0,108228.52,108354.87,108122.69,108286.336,185.25903,19256848.0,107902.48,107928.55,107142.61,107414.94,813.6464,85591940.0,107701.22,107951.17,107628.37,107910.5,250.46631,26008168.0,108479.35,108415.49,107732.8,107869.94,614.63074,65159396.0,108230.695,108359.86,108117.6,108291.71,179.13013,18555632.0,108492.44,108614.13,108324.23,108499.22,195.8153,20224824.0
2025-10-20 10:00:00,108654.266,109115.266,108484.59,108913.695,496.79205,51787416.0,108725.92,108890.06,108521.18,108494.625,584.21173,62194012.0,109197.38,109463.86,109046.34,109277.945,444.07404,48428296.0,109079.85,109365.46,108828.96,109146.31,121.50098,9074208.0,108280.1,109358.06,108174.88,109127.02,1040.365,111321496.0,107107.18,107586.54,106989.02,107471.37,526.53845,55228510.0,109114.41,109307.39,108997.664,109197.914,307.1031,33285336.0,108422.1,108568.67,108274.08,108449.34,208.06451,21491672.0,108330.71,108440.1,108260.28,108399.56,60.81378,7555072.0,108190.01,108582.05,107960.3,108273.14,128.66406,9042248.0,108162.53,108269.58,107928.12,108110.3,322.66058,33429368.0,107940.18,107984.63,107453.92,107650.31,579.8856,60555536.0,108097.98,108149.22,107855.01,107986.3,226.47607,24297472.0,108178.234,108351.984,107990.2,108236.28,246.07318,25375832.0,108293.68,108520.516,108141.69,108391.87,328.49213,34886050.0,107285.09,107394.64,106935.98,107155.35,460.30292,47948196.0,107905.336,108084.32,107773.84,108017.49,256.37518,26447864.0,107739.125,108011.97,107593.17,107902.664,374.63123,39272750.0,108251.49,108386.305,108117.84,108312.555,191.91309,19881712.0,108442.64,108387.25,107964.53,108037.125,268.81726,28462280.0
2025-10-20 11:00:00,108988.17,109096.445,108858.69,109064.24,159.6416,17241320.0,108458.99,108590.63,108254.18,108478.875,299.18286,32533736.0,109232.21,109321.43,108736.695,109102.766,356.45782,38024790.0,109276.59,109480.63,108966.95,109204.07,101.48547,6929680.0,109237.26,109384.59,108936.85,109103.766,438.26465,48361744.0,107446.086,107679.89,107239.64,107557.97,380.28107,39346210.0,109177.77,109443.12,108988.7,109277.37,544.7803,58059416.0,108420.56,108414.5,107939.76,108087.21,410.67035,43057450.0,108325.24,108471.53,108190.39,108366.69,187.758,19608896.0,108248.34,108441.555,107948.7,108182.875,370.32288,40134030.0,108095.52,108065.96,107591.45,107710.92,351.96783,36945050.0,107635.51,108106.555,107488.695,107992.78,694.64954,73499230.0,107926.14,108018.41,107781.05,107943.914,161.919,17391976.0,108212.35,108381.87,108034.695,108270.41,247.59778,25710840.0,108382.37,108495.93,108237.98,108406.32,101.89905,11826776.0,107153.83,107272.39,106838.82,107080.016,408.2271,42512136.0,108025.03,108180.48,107848.82,108089.04,259.0019,26735184.0,107875.44,107936.74,107423.88,107635.72,526.1469,54942524.0,108297.2,108431.664,108137.984,108343.14,202.1466,20959848.0,108203.7,108680.06,107952.336,108591.63,234.57495,23947048.0
2025-10-20 12:00:00,109425.89,110224.37,109037.336,109571.79,766.4571,84806940.0,108500.16,108994.41,108315.586,108790.016,598.3264,62300600.0,109121.59,109264.086,108933.87,109103.79,289.72632,31073464.0,109332.03,109566.9,108994.02,109250.55,480.25156,51233520.0,109173.164,109118.88,108630.82,108745.62,358.27338,37812070.0,107517.73,107529.47,107039.445,107173.82,273.373,28854192.0,109239.01,109575.484,108988.5,109327.49,589.14624,62295450.0,108057.35,108296.52,107939.41,108225.38,260.10754,27219640.0,108320.836,108287.79,107872.25,107944.59,258.62836,27440880.0,108284.984,108431.875,107819.76,108050.836,676.7633,71927250.0,107694.07,107758.34,107345.76,107527.266,330.672,34755560.0,108035.06,108349.945,107929.89,108247.48,398.50262,41299170.0,107802.67,107797.32,107352.945,107442.65,306.48743,31964304.0,108261.02,108422.65,108074.34,108305.414,243.1018,25268440.0,108340.9,108481.81,108180.5,108378.27,199.2721,20669800.0,107046.125,107408.1,106819.04,107311.37,723.28625,75416480.0,108141.22,108864.31,108170.484,108725.26,888.7001,95327700.0,107576.0,107895.11,107444.484,107817.81,338.02094,35263416.0,108360.81,108637.69,108180.56,108491.69,522.6371,55313144.0,108687.26,108834.85,108257.37,108519.76,561.32983,59993136.0
2025-10-20 13:00:00,109693.25,109840.445,108988.99,109212.64,930.61255,101527540.0,108494.96,109005.9,107881.984,108693.055,861.0154,90049310.0,108897.75,109256.82,108523.59,109032.57,727.3723,77404500.0,109252.92,109366.86,108514.96,108838.55,1016.01544,109840320.0,108691.25,108886.97,107895.03,108319.81,1295.6213,138622990.0,107172.96,107632.64,106562.92,107059.92,1678.4506,176669010.0,109441.414,109554.69,109029.945,109256.7,618.4219,66314936.0,108289.805,108529.586,108115.95,108392.01,377.17957,40119050.0,107869.72,108112.375,107625.53,107972.17,605.0592,63428724.0,108084.04,108515.83,107807.1,108284.31,1041.7301,111403990.0,107334.85,108112.73,107209.164,108119.71,746.723,78227550.0,108321.76,108573.875,108125.125,108253.81,488.02997,51155040.0,107297.05,107402.38,106673.016,106977.54,980.06976,104396216.0,108419.05,109060.586,106149.29,107629.04,2241.7747,238924830.0,108422.15,108720.69,108460.46,108717.17,196.14624,20333144.0,107283.75,107728.77,107117.78,107583.54,727.0737,76282360.0,108712.8,108790.73,107704.32,107991.375,1382.0126,147604380.0,107825.766,108011.92,107466.4,107786.766,690.73315,72405710.0,108538.43,108648.99,107940.09,108050.93,1297.2555,136445000.0,108651.1,109124.62,108548.53,109032.75,797.7885,85597980.0
2025-10-20 14:00:00,109191.836,109478.63,108741.99,109065.42,989.55774,107158640.0,108808.58,109422.17,108123.414,109171.93,1347.6956,145660510.0,108918.61,108946.98,107716.19,107907.875,1162.8551,126208320.0,108902.85,109249.25,108528.24,108996.87,378.37146,41272736.0,108173.38,108252.36,107083.83,107218.16,1666.4993,177480220.0,107070.98,107722.234,106809.43,107430.07,1326.0297,139535740.0,109168.88,110308.914,109001.336,109937.54,2143.3018,230626000.0,108250.31,110387.51,108005.5,110189.875,2585.8657,282008350.0,107853.99,108361.95,107841.17,108203.37,790.95624,85456010.0,107715.0,108941.484,107394.625,108460.68,1551.4539,163739660.0,108006.4,107957.62,107048.836,107274.42,845.7369,89981700.0,108247.78,108711.03,108016.13,108427.5,934.5733,100617610.0,106897.836,107589.36,106850.305,107526.08,743.4494,77742960.0,107222.52,108342.27,106319.9,107831.766,1804.0635,191579460.0,108524.55,108567.72,107508.03,107742.42,952.8191,102775100.0,107586.47,107796.88,107083.84,107335.85,910.08966,94119730.0,108008.0,108342.43,107890.12,108218.54,461.65552,48619104.0,107722.93,108308.625,107623.31,108130.54,957.01276,101584370.0,108121.39,108233.625,106271.336,107025.89,2198.6055,231588480.0,109074.81,109594.24,108745.17,109106.055,1204.7336,130868780.0
2025-10-20 15:00:00,108975.22,109104.52,108493.88,108786.42,775.6167,83568830.0,109096.98,109588.45,108477.48,109221.54,1162.8536,123821304.0,107914.97,108627.2,107853.67,108563.57,775.1344,81891180.0,109117.63,109367.0,108664.195,109101.02,326.3034,34896570.0,107365.08,107531.72,106704.31,107025.555,1179.9546,123800740.0,107358.47,107626.35,107003.06,107351.016,733.71027,76673140.0,110065.57,110568.45,109781.64,110247.55,1058.3514,115165200.0,110179.97,110639.67,109668.48,109909.55,2249.6045,246614910.0,108092.86,108478.23,107984.305,108236.94,857.77344,92639760.0,108513.984,110046.32,108334.68,109881.7,2367.56,256885620.0,107293.99,108019.64,107238.23,107866.016,1000.57837,105948820.0,108406.484,108599.125,108103.586,108375.625,771.81604,83090020.0,107616.66,108491.45,107651.2,108466.16,887.567,93951384.0,108191.29,108682.65,107643.336,108295.375,774.6788,80887230.0,107508.61,108179.38,107545.64,108066.63,843.6838,90785770.0,107443.336,108193.4,107432.53,108150.586,554.07544,57856620.0,108438.71,108913.805,106198.086,107469.9,2316.977,245268640.0,108045.484,108252.984,107741.53,108028.58,817.9319,87181016.0,106872.69,107127.09,106281.46,106644.36,1255.6444,130950776.0,109195.07,109310.055,108578.02,108808.5,470.98303,51986316.0
2025-10-20 16:00:00,108681.555,108870.79,108048.805,108413.51,1179.104,126042180.0,109386.19,109576.375,108863.11,109126.055,648.24445,68379740.0,108382.9,110748.25,107740.5,109994.445,2660.8042,279810880.0,109272.75,109437.58,108841.73,109081.93,619.70715,67140880.0,106907.57,107377.36,106596.27,107178.61,1032.2633,107824370.0,107365.78,107748.72,107138.98,107549.92,816.9733,85917230.0,110202.44,110313.49,109870.55,110082.11,413.62567,45061090.0,110118.82,110395.85,109810.13,110068.09,635.85785,69566830.0,108424.52,108792.16,108196.7,108592.05,534.7886,54638664.0,109893.39,110042.516,109271.01,109442.15,997.37006,108301336.0,107693.375,107935.99,107514.375,107684.22,808.25104,84805336.0,108323.12,108475.46,108053.375,108262.77,439.05878,46273736.0,108358.24,108589.15,107902.8,108003.016,940.65186,101141440.0,108317.336,108426.23,107736.72,107901.25,908.8685,96221336.0,108278.66,108730.88,108050.69,108526.555,546.05237,55776924.0,108778.31,109675.89,108501.06,108676.67,1368.9889,147022020.0,107327.68,107783.38,106994.59,107532.89,819.4216,85605410.0,107980.93,108150.15,107699.375,107955.69,447.59564,46979132.0,106742.21,107211.086,106671.375,107085.266,520.9048,53834876.0,108760.02,108723.64,108025.195,108170.38,631.42053,67403020.0
2025-10-20 17:00:00,108324.586,108566.484,108119.055,108301.91,819.97705,86916060.0,109257.81,109506.53,108844.51,109134.81,302.35645,29160456.0,110158.016,110339.59,109430.96,109719.65,1025.4594,111190760.0,109145.22,109298.84,108800.54,109034.266,465.69617,50448540.0,107326.71,108141.8,107063.62,107891.03,685.1024,69830310.0,107515.695,107783.74,107252.79,107552.47,625.3582,65858776.0,110105.46,110206.836,109887.23,110117.44,275.75385,29630888.0,110178.84,110334.94,109936.484,110130.03,259.60126,28160672.0,108574.23,108671.92,108231.21,108313.71,694.99176,73670510.0,109583.66,109827.25,109370.94,109654.24,432.16412,46576170.0,107761.27,107909.336,107567.99,107776.945,314.77374,33632720.0,108189.71,108501.08,107946.266,108321.15,669.8634,71254120.0,108071.07,108623.06,108060.31,108565.586,716.9211,76393310.0,108106.55,108342.64,107973.17,108283.164,364.8003,37568520.0,108558.25,108838.42,108447.64,108773.44,339.9068,36876976.0,108814.22,108924.17,108194.34,108452.516,919.3536,98477340.0,107609.18,107977.53,107357.98,107652.086,967.1809,101396824.0,107925.19,108082.75,107777.83,107982.72,222.10052,23637528.0,107137.28,107310.445,106945.74,107202.445,283.3318,29384880.0,108062.086,108303.31,108007.45,108237.19,227.27673,24136808.0
2025-10-20 18:00:00,108365.21,108536.12,108194.54,108399.84,317.78247,33866144.0,109298.96,109501.47,109152.734,109442.625,211.87189,22835456.0,109887.84,110652.26,109328.31,110385.805,647.42334,66359144.0,109226.555,109585.234,108993.375,109341.19,184.9718,16022912.0,107930.234,108122.21,107644.49,107930.1,490.07617,51541576.0,107627.805,108371.7,107711.46,108349.92,658.59863,69917680.0,110215.7,110850.83,110171.13,110654.08,419.91846,46977932.0,110210.77,110889.07,110161.46,110654.72,431.48853,48532056.0,108510.19,108711.45,108426.41,108694.09,260.1977,27351464.0,109757.17,109934.77,109540.11,109799.93,308.65033,33155576.0,107779.29,107918.58,107636.445,107832.086,204.34393,21878200.0,108129.89,108193.14,106861.36,107780.19,982.23975,106452930.0,108558.59,108731.8,108152.21,108363.625,799.35376,85689416.0,108306.83,108513.74,107963.17,108260.35,497.84198,53466076.0,108907.47,108911.6,108589.336,108693.055,175.30005,19384512.0,108416.01,108529.766,108161.164,108316.625,321.50592,34415290.0,107709.69,107777.34,106857.34,107176.15,1034.2006,109537570.0,107955.71,108288.27,107755.21,108143.4,595.3423,63116800.0,107230.445,107271.95,107033.46,107159.7,110.06323,10773288.0,108239.52,108426.59,108028.46,108288.41,297.3811,31023104.0
